"","Usage","Month","value"
"1150","Furnishings_and_durable_household_equipment","X2013.10",240928
"1151","Recreational_goods_and_vehicles","X2013.10",279652
"1152","Other_durable_goods","X2013.10",168607
"1153","Food_and_beverages_purchased_for_off-premises_consumption","X2013.10",897563
"1154","Clothing_and_footwear","X2013.10",348228
"1155","Gasoline_and_other_energy_goods","X2013.10",306808
"1156","Other_nondurable_goods","X2013.10",953612
"1157","Housing_and_utilities","X2013.10",2349737
"1158","Health_care","X2013.10",1972452
"1159","Transportation_services","X2013.10",372292
"1160","Recreation_services","X2013.10",494483
"1161","Food_services_and_accommodations","X2013.10",821597
"1162","Financial_services_and_insurance","X2013.10",1042260
"1163","Motor_vehicles_and_parts","X2013.11",414093
"1164","Furnishings_and_durable_household_equipment","X2013.11",239569
"1165","Recreational_goods_and_vehicles","X2013.11",277396
"1166","Other_durable_goods","X2013.11",171050
"1167","Food_and_beverages_purchased_for_off-premises_consumption","X2013.11",904423
"1168","Clothing_and_footwear","X2013.11",348003
"1169","Gasoline_and_other_energy_goods","X2013.11",300402
"1170","Other_nondurable_goods","X2013.11",960552
"1171","Housing_and_utilities","X2013.11",2356522
"1172","Health_care","X2013.11",1968180
"1173","Transportation_services","X2013.11",385082
"1174","Recreation_services","X2013.11",495521
"1175","Food_services_and_accommodations","X2013.11",819128
"1176","Financial_services_and_insurance","X2013.11",1043818
"1177","Motor_vehicles_and_parts","X2014",406364
"1178","Furnishings_and_durable_household_equipment","X2014",236797
"1179","Recreational_goods_and_vehicles","X2014",276161
"1180","Other_durable_goods","X2014",170181
"1181","Food_and_beverages_purchased_for_off-premises_consumption","X2014",905533
"1182","Clothing_and_footwear","X2014",345274
"1183","Gasoline_and_other_energy_goods","X2014",299893
"1184","Other_nondurable_goods","X2014",950258
"1185","Housing_and_utilities","X2014",2372572
"1186","Health_care","X2014",1955048
"1187","Transportation_services","X2014",383190
"1188","Recreation_services","X2014",495050
"1189","Food_services_and_accommodations","X2014",813695
"1190","Financial_services_and_insurance","X2014",1036029
"1191","Motor_vehicles_and_parts","X2014.1",420924
"1192","Furnishings_and_durable_household_equipment","X2014.1",242404
"1193","Recreational_goods_and_vehicles","X2014.1",286073
"1194","Other_durable_goods","X2014.1",172749
"1195","Food_and_beverages_purchased_for_off-premises_consumption","X2014.1",905582
"1196","Clothing_and_footwear","X2014.1",352700
"1197","Gasoline_and_other_energy_goods","X2014.1",302950
"1198","Other_nondurable_goods","X2014.1",960172
"1199","Housing_and_utilities","X2014.1",2353591
"1200","Health_care","X2014.1",1950687
"1201","Transportation_services","X2014.1",389287
"1202","Recreation_services","X2014.1",500813
"1203","Food_services_and_accommodations","X2014.1",820096
"1204","Financial_services_and_insurance","X2014.1",1035305
"1205","Motor_vehicles_and_parts","X2014.2",445016
"1206","Furnishings_and_durable_household_equipment","X2014.2",246704
"1207","Recreational_goods_and_vehicles","X2014.2",287189
"1208","Other_durable_goods","X2014.2",173282
"1209","Food_and_beverages_purchased_for_off-premises_consumption","X2014.2",903219
"1210","Clothing_and_footwear","X2014.2",354973
"1211","Gasoline_and_other_energy_goods","X2014.2",298242
"1212","Other_nondurable_goods","X2014.2",966874
"1213","Housing_and_utilities","X2014.2",2356330
"1214","Health_care","X2014.2",1956778
"1215","Transportation_services","X2014.2",389215
"1216","Recreation_services","X2014.2",501852
"1217","Food_services_and_accommodations","X2014.2",826016
"1218","Financial_services_and_insurance","X2014.2",1034740
"1219","Motor_vehicles_and_parts","X2014.3",435902
"1220","Furnishings_and_durable_household_equipment","X2014.3",251785
"1221","Recreational_goods_and_vehicles","X2014.3",287288
"1222","Other_durable_goods","X2014.3",176163
"1223","Food_and_beverages_purchased_for_off-premises_consumption","X2014.3",904721
"1224","Clothing_and_footwear","X2014.3",362976
"1225","Gasoline_and_other_energy_goods","X2014.3",302044
"1226","Other_nondurable_goods","X2014.3",972768
"1227","Housing_and_utilities","X2014.3",2347636
"1228","Health_care","X2014.3",1975498
"1229","Transportation_services","X2014.3",387105
"1230","Recreation_services","X2014.3",495997
"1231","Food_services_and_accommodations","X2014.3",828019
"1232","Financial_services_and_insurance","X2014.3",1040726
"1233","Motor_vehicles_and_parts","X2014.4",442946
"1234","Furnishings_and_durable_household_equipment","X2014.4",253427
"1235","Recreational_goods_and_vehicles","X2014.4",291336
"1236","Other_durable_goods","X2014.4",175984
"1237","Food_and_beverages_purchased_for_off-premises_consumption","X2014.4",903894
"1238","Clothing_and_footwear","X2014.4",357635
"1239","Gasoline_and_other_energy_goods","X2014.4",299225
"1240","Other_nondurable_goods","X2014.4",977186
"1241","Housing_and_utilities","X2014.4",2340873
"1242","Health_care","X2014.4",1990900
"1243","Transportation_services","X2014.4",388778
"1244","Recreation_services","X2014.4",497272
"1245","Food_services_and_accommodations","X2014.4",830212
"1246","Financial_services_and_insurance","X2014.4",1038758
"1247","Motor_vehicles_and_parts","X2014.5",451354
"1248","Furnishings_and_durable_household_equipment","X2014.5",255060
"1249","Recreational_goods_and_vehicles","X2014.5",292169
"1250","Other_durable_goods","X2014.5",177200
"1251","Food_and_beverages_purchased_for_off-premises_consumption","X2014.5",910968
"1252","Clothing_and_footwear","X2014.5",359086
"1253","Gasoline_and_other_energy_goods","X2014.5",296131
"1254","Other_nondurable_goods","X2014.5",981513
"1255","Housing_and_utilities","X2014.5",2329685
"1256","Health_care","X2014.5",2003841
"1257","Transportation_services","X2014.5",392381
"1258","Recreation_services","X2014.5",497234
"1259","Food_services_and_accommodations","X2014.5",833957
"1260","Financial_services_and_insurance","X2014.5",1044479
"1261","Motor_vehicles_and_parts","X2014.6",447243
"1262","Furnishings_and_durable_household_equipment","X2014.6",254944
"1263","Recreational_goods_and_vehicles","X2014.6",294942
"1264","Other_durable_goods","X2014.6",177795
"1265","Food_and_beverages_purchased_for_off-premises_consumption","X2014.6",910848
"1266","Clothing_and_footwear","X2014.6",361149
"1267","Gasoline_and_other_energy_goods","X2014.6",301955
"1268","Other_nondurable_goods","X2014.6",982962
"1269","Housing_and_utilities","X2014.6",2317062
"1270","Health_care","X2014.6",2016876
"1271","Transportation_services","X2014.6",393844
"1272","Recreation_services","X2014.6",499133
"1273","Food_services_and_accommodations","X2014.6",836337
"1274","Financial_services_and_insurance","X2014.6",1050749
"1275","Motor_vehicles_and_parts","X2014.7",450629
"1276","Furnishings_and_durable_household_equipment","X2014.7",259881
"1277","Recreational_goods_and_vehicles","X2014.7",295798
"1278","Other_durable_goods","X2014.7",179841
"1279","Food_and_beverages_purchased_for_off-premises_consumption","X2014.7",912416
"1280","Clothing_and_footwear","X2014.7",365472
"1281","Gasoline_and_other_energy_goods","X2014.7",303802
"1282","Other_nondurable_goods","X2014.7",992170
"1283","Housing_and_utilities","X2014.7",2326645
"1284","Health_care","X2014.7",2025809
"1285","Transportation_services","X2014.7",395855
"1286","Recreation_services","X2014.7",512198
"1287","Food_services_and_accommodations","X2014.7",841665
"1288","Financial_services_and_insurance","X2014.7",1057200
"1289","Motor_vehicles_and_parts","X2014.8",448932
"1290","Furnishings_and_durable_household_equipment","X2014.8",259484
"1291","Recreational_goods_and_vehicles","X2014.8",301646
"1292","Other_durable_goods","X2014.8",179307
"1293","Food_and_beverages_purchased_for_off-premises_consumption","X2014.8",912571
"1294","Clothing_and_footwear","X2014.8",362057
"1295","Gasoline_and_other_energy_goods","X2014.8",296765
"1296","Other_nondurable_goods","X2014.8",991519
"1297","Housing_and_utilities","X2014.8",2333899
"1298","Health_care","X2014.8",2035706
"1299","Transportation_services","X2014.8",394222
"1300","Recreation_services","X2014.8",505284
"1301","Food_services_and_accommodations","X2014.8",843941
"1302","Financial_services_and_insurance","X2014.8",1056119
"1303","Motor_vehicles_and_parts","X2014.9",450901
"1304","Furnishings_and_durable_household_equipment","X2014.9",259984
"1305","Recreational_goods_and_vehicles","X2014.9",301476
"1306","Other_durable_goods","X2014.9",182002
"1307","Food_and_beverages_purchased_for_off-premises_consumption","X2014.9",917453
"1308","Clothing_and_footwear","X2014.9",366203
"1309","Gasoline_and_other_energy_goods","X2014.9",306453
"1310","Other_nondurable_goods","X2014.9",994442
"1311","Housing_and_utilities","X2014.9",2336069
"1312","Health_care","X2014.9",2052119
"1313","Transportation_services","X2014.9",395459
"1314","Recreation_services","X2014.9",512267
"1315","Food_services_and_accommodations","X2014.9",851875
"1316","Financial_services_and_insurance","X2014.9",1065284
"1317","Motor_vehicles_and_parts","X2014.10",459953
"1318","Furnishings_and_durable_household_equipment","X2014.10",263560
"1319","Recreational_goods_and_vehicles","X2014.10",301949
"1320","Other_durable_goods","X2014.10",183651
"1321","Food_and_beverages_purchased_for_off-premises_consumption","X2014.10",917453
"1322","Clothing_and_footwear","X2014.10",371402
"1323","Gasoline_and_other_energy_goods","X2014.10",307866
"1324","Other_nondurable_goods","X2014.10",998044
"1325","Housing_and_utilities","X2014.10",2349567
"1326","Health_care","X2014.10",2061972
"1327","Transportation_services","X2014.10",390655
"1328","Recreation_services","X2014.10",511495
"1329","Food_services_and_accommodations","X2014.10",848373
"1330","Financial_services_and_insurance","X2014.10",1054807
"1331","Motor_vehicles_and_parts","X2014.11",462662
"1332","Furnishings_and_durable_household_equipment","X2014.11",265518
"1333","Recreational_goods_and_vehicles","X2014.11",304674
"1334","Other_durable_goods","X2014.11",182777
"1335","Food_and_beverages_purchased_for_off-premises_consumption","X2014.11",918663
"1336","Clothing_and_footwear","X2014.11",372081
"1337","Gasoline_and_other_energy_goods","X2014.11",308227
"1338","Other_nondurable_goods","X2014.11",1003890
"1339","Housing_and_utilities","X2014.11",2333892
"1340","Health_care","X2014.11",2072727
"1341","Transportation_services","X2014.11",397705
"1342","Recreation_services","X2014.11",515279
"1343","Food_services_and_accommodations","X2014.11",860927
"1344","Financial_services_and_insurance","X2014.11",1060466
"1345","Motor_vehicles_and_parts","X2015",462779
"1346","Furnishings_and_durable_household_equipment","X2015",267241
"1347","Recreational_goods_and_vehicles","X2015",306030
"1348","Other_durable_goods","X2015",184351
"1349","Food_and_beverages_purchased_for_off-premises_consumption","X2015",922381
"1350","Clothing_and_footwear","X2015",369736
"1351","Gasoline_and_other_energy_goods","X2015",314841
"1352","Other_nondurable_goods","X2015",1004545
"1353","Housing_and_utilities","X2015",2342013
"1354","Health_care","X2015",2082083
"1355","Transportation_services","X2015",395227
"1356","Recreation_services","X2015",520891
"1357","Food_services_and_accommodations","X2015",862007
"1358","Financial_services_and_insurance","X2015",1065193
"1359","Motor_vehicles_and_parts","X2015.1",467689
"1360","Furnishings_and_durable_household_equipment","X2015.1",264505
"1361","Recreational_goods_and_vehicles","X2015.1",303447
"1362","Other_durable_goods","X2015.1",185806
"1363","Food_and_beverages_purchased_for_off-premises_consumption","X2015.1",923960
"1364","Clothing_and_footwear","X2015.1",373527
"1365","Gasoline_and_other_energy_goods","X2015.1",319780
"1366","Other_nondurable_goods","X2015.1",1001188
"1367","Housing_and_utilities","X2015.1",2364667
"1368","Health_care","X2015.1",2087012
"1369","Transportation_services","X2015.1",395572
"1370","Recreation_services","X2015.1",518128
"1371","Food_services_and_accommodations","X2015.1",859397
"1372","Financial_services_and_insurance","X2015.1",1071092
"1373","Motor_vehicles_and_parts","X2015.2",484033
"1374","Furnishings_and_durable_household_equipment","X2015.2",270873
"1375","Recreational_goods_and_vehicles","X2015.2",306647
"1376","Other_durable_goods","X2015.2",185691
"1377","Food_and_beverages_purchased_for_off-premises_consumption","X2015.2",928757
"1378","Clothing_and_footwear","X2015.2",374211
"1379","Gasoline_and_other_energy_goods","X2015.2",316007
"1380","Other_nondurable_goods","X2015.2",1008237
"1381","Housing_and_utilities","X2015.2",2346736
"1382","Health_care","X2015.2",2090803
"1383","Transportation_services","X2015.2",399395
"1384","Recreation_services","X2015.2",515788
"1385","Food_services_and_accommodations","X2015.2",864552
"1386","Financial_services_and_insurance","X2015.2",1076198
"1387","Motor_vehicles_and_parts","X2015.3",487168
"1388","Furnishings_and_durable_household_equipment","X2015.3",270570
"1389","Recreational_goods_and_vehicles","X2015.3",306811
"1390","Other_durable_goods","X2015.3",187293
"1391","Food_and_beverages_purchased_for_off-premises_consumption","X2015.3",927729
"1392","Clothing_and_footwear","X2015.3",373469
"1393","Gasoline_and_other_energy_goods","X2015.3",316721
"1394","Other_nondurable_goods","X2015.3",1007941
"1395","Housing_and_utilities","X2015.3",2332255
"1396","Health_care","X2015.3",2092065
"1397","Transportation_services","X2015.3",400218
"1398","Recreation_services","X2015.3",522647
"1399","Food_services_and_accommodations","X2015.3",870439
"1400","Financial_services_and_insurance","X2015.3",1078819
"1401","Motor_vehicles_and_parts","X2015.4",485898
"1402","Furnishings_and_durable_household_equipment","X2015.4",275200
"1403","Recreational_goods_and_vehicles","X2015.4",307107
"1404","Other_durable_goods","X2015.4",187892
"1405","Food_and_beverages_purchased_for_off-premises_consumption","X2015.4",929200
"1406","Clothing_and_footwear","X2015.4",379522
"1407","Gasoline_and_other_energy_goods","X2015.4",318072
"1408","Other_nondurable_goods","X2015.4",1012546
"1409","Housing_and_utilities","X2015.4",2331199
"1410","Health_care","X2015.4",2101434
"1411","Transportation_services","X2015.4",402031
"1412","Recreation_services","X2015.4",525718
"1413","Food_services_and_accommodations","X2015.4",874610
"1414","Financial_services_and_insurance","X2015.4",1079692
"1415","Motor_vehicles_and_parts","X2015.5",483277
"1416","Furnishings_and_durable_household_equipment","X2015.5",274107
"1417","Recreational_goods_and_vehicles","X2015.5",308976
"1418","Other_durable_goods","X2015.5",189978
"1419","Food_and_beverages_purchased_for_off-premises_consumption","X2015.5",930742
"1420","Clothing_and_footwear","X2015.5",376217
"1421","Gasoline_and_other_energy_goods","X2015.5",316401
"1422","Other_nondurable_goods","X2015.5",1016043
"1423","Housing_and_utilities","X2015.5",2335340
"1424","Health_care","X2015.5",2114010
"1425","Transportation_services","X2015.5",401227
"1426","Recreation_services","X2015.5",522561
"1427","Food_services_and_accommodations","X2015.5",875141
"1428","Financial_services_and_insurance","X2015.5",1077094
"1429","Motor_vehicles_and_parts","X2015.6",486451
"1430","Furnishings_and_durable_household_equipment","X2015.6",278827
"1431","Recreational_goods_and_vehicles","X2015.6",311395
"1432","Other_durable_goods","X2015.6",189776
"1433","Food_and_beverages_purchased_for_off-premises_consumption","X2015.6",933873
"1434","Clothing_and_footwear","X2015.6",378881
"1435","Gasoline_and_other_energy_goods","X2015.6",319350
"1436","Other_nondurable_goods","X2015.6",1025031
"1437","Housing_and_utilities","X2015.6",2330618
"1438","Health_care","X2015.6",2129060
"1439","Transportation_services","X2015.6",402419
"1440","Recreation_services","X2015.6",521252
"1441","Food_services_and_accommodations","X2015.6",874032
"1442","Financial_services_and_insurance","X2015.6",1073156
"1443","Motor_vehicles_and_parts","X2015.7",489826
"1444","Furnishings_and_durable_household_equipment","X2015.7",281082
"1445","Recreational_goods_and_vehicles","X2015.7",314613
"1446","Other_durable_goods","X2015.7",191208
"1447","Food_and_beverages_purchased_for_off-premises_consumption","X2015.7",932310
"1448","Clothing_and_footwear","X2015.7",378389
"1449","Gasoline_and_other_energy_goods","X2015.7",321059
"1450","Other_nondurable_goods","X2015.7",1029094
"1451","Housing_and_utilities","X2015.7",2336848
"1452","Health_care","X2015.7",2135294
"1453","Transportation_services","X2015.7",401319
"1454","Recreation_services","X2015.7",522426
"1455","Food_services_and_accommodations","X2015.7",876760
"1456","Financial_services_and_insurance","X2015.7",1074350
"1457","Motor_vehicles_and_parts","X2015.8",483418
"1458","Furnishings_and_durable_household_equipment","X2015.8",281879
"1459","Recreational_goods_and_vehicles","X2015.8",316025
"1460","Other_durable_goods","X2015.8",188166
"1461","Food_and_beverages_purchased_for_off-premises_consumption","X2015.8",936508
"1462","Clothing_and_footwear","X2015.8",381321
"1463","Gasoline_and_other_energy_goods","X2015.8",322394
"1464","Other_nondurable_goods","X2015.8",1029587
"1465","Housing_and_utilities","X2015.8",2337169
"1466","Health_care","X2015.8",2135435
"1467","Transportation_services","X2015.8",402305
"1468","Recreation_services","X2015.8",528180
"1469","Food_services_and_accommodations","X2015.8",874878
"1470","Financial_services_and_insurance","X2015.8",1068833
"1471","Motor_vehicles_and_parts","X2015.9",476708
"1472","Furnishings_and_durable_household_equipment","X2015.9",281855
"1473","Recreational_goods_and_vehicles","X2015.9",318480
"1474","Other_durable_goods","X2015.9",188361
"1475","Food_and_beverages_purchased_for_off-premises_consumption","X2015.9",928446
"1476","Clothing_and_footwear","X2015.9",380077
"1477","Gasoline_and_other_energy_goods","X2015.9",321896
"1478","Other_nondurable_goods","X2015.9",1029731
"1479","Housing_and_utilities","X2015.9",2336054
"1480","Health_care","X2015.9",2132539
"1481","Transportation_services","X2015.9",404873
"1482","Recreation_services","X2015.9",532340
"1483","Food_services_and_accommodations","X2015.9",878694
"1484","Financial_services_and_insurance","X2015.9",1077494
"1485","Motor_vehicles_and_parts","X2015.10",490222
"1486","Furnishings_and_durable_household_equipment","X2015.10",285270
"1487","Recreational_goods_and_vehicles","X2015.10",316831
"1488","Other_durable_goods","X2015.10",191610
"1489","Food_and_beverages_purchased_for_off-premises_consumption","X2015.10",938262
"1490","Clothing_and_footwear","X2015.10",381032
"1491","Gasoline_and_other_energy_goods","X2015.10",318858
"1492","Other_nondurable_goods","X2015.10",1035091
"1493","Housing_and_utilities","X2015.10",2326099
"1494","Health_care","X2015.10",2131101
"1495","Transportation_services","X2015.10",405611
"1496","Recreation_services","X2015.10",537306
"1497","Food_services_and_accommodations","X2015.10",875541
"1498","Financial_services_and_insurance","X2015.10",1071908
"1499","Motor_vehicles_and_parts","X2015.11",477858
"1500","Furnishings_and_durable_household_equipment","X2015.11",290273
"1501","Recreational_goods_and_vehicles","X2015.11",325752
"1502","Other_durable_goods","X2015.11",193098
"1503","Food_and_beverages_purchased_for_off-premises_consumption","X2015.11",944385
"1504","Clothing_and_footwear","X2015.11",381715
"1505","Gasoline_and_other_energy_goods","X2015.11",320308
"1506","Other_nondurable_goods","X2015.11",1038313
"1507","Housing_and_utilities","X2015.11",2321470
"1508","Health_care","X2015.11",2139005
"1509","Transportation_services","X2015.11",409160
"1510","Recreation_services","X2015.11",542881
"1511","Food_services_and_accommodations","X2015.11",889071
"1512","Financial_services_and_insurance","X2015.11",1069515
"1513","Motor_vehicles_and_parts","X2016",481755
"1514","Furnishings_and_durable_household_equipment","X2016",288536
"1515","Recreational_goods_and_vehicles","X2016",325739
"1516","Other_durable_goods","X2016",188467
"1517","Food_and_beverages_purchased_for_off-premises_consumption","X2016",944151
"1518","Clothing_and_footwear","X2016",385761
"1519","Gasoline_and_other_energy_goods","X2016",322365
"1520","Other_nondurable_goods","X2016",1033891
"1521","Housing_and_utilities","X2016",2338091
"1522","Health_care","X2016",2155848
"1523","Transportation_services","X2016",411394
"1524","Recreation_services","X2016",541011
"1525","Food_services_and_accommodations","X2016",876298
"1526","Financial_services_and_insurance","X2016",1059557
"1527","Motor_vehicles_and_parts","X2016.1",495654
"1528","Furnishings_and_durable_household_equipment","X2016.1",292506
"1529","Recreational_goods_and_vehicles","X2016.1",330413
"1530","Other_durable_goods","X2016.1",190243
"1531","Food_and_beverages_purchased_for_off-premises_consumption","X2016.1",951223
"1532","Clothing_and_footwear","X2016.1",392226
"1533","Gasoline_and_other_energy_goods","X2016.1",324159
"1534","Other_nondurable_goods","X2016.1",1039452
"1535","Housing_and_utilities","X2016.1",2340514
"1536","Health_care","X2016.1",2173339
"1537","Transportation_services","X2016.1",413858
"1538","Recreation_services","X2016.1",543833
"1539","Food_services_and_accommodations","X2016.1",890677
"1540","Financial_services_and_insurance","X2016.1",1053320
"1541","Motor_vehicles_and_parts","X2016.2",477464
"1542","Furnishings_and_durable_household_equipment","X2016.2",292156
"1543","Recreational_goods_and_vehicles","X2016.2",333488
"1544","Other_durable_goods","X2016.2",190133
"1545","Food_and_beverages_purchased_for_off-premises_consumption","X2016.2",948630
"1546","Clothing_and_footwear","X2016.2",386458
"1547","Gasoline_and_other_energy_goods","X2016.2",327949
"1548","Other_nondurable_goods","X2016.2",1036981
"1549","Housing_and_utilities","X2016.2",2328336
"1550","Health_care","X2016.2",2186916
"1551","Transportation_services","X2016.2",410539
"1552","Recreation_services","X2016.2",535116
"1553","Food_services_and_accommodations","X2016.2",887395
"1554","Financial_services_and_insurance","X2016.2",1044104
"1555","Motor_vehicles_and_parts","X2016.3",485175
"1556","Furnishings_and_durable_household_equipment","X2016.3",291359
"1557","Recreational_goods_and_vehicles","X2016.3",330109
"1558","Other_durable_goods","X2016.3",187897
"1559","Food_and_beverages_purchased_for_off-premises_consumption","X2016.3",958249
"1560","Clothing_and_footwear","X2016.3",385224
"1561","Gasoline_and_other_energy_goods","X2016.3",323880
"1562","Other_nondurable_goods","X2016.3",1039553
"1563","Housing_and_utilities","X2016.3",2342513
"1564","Health_care","X2016.3",2201657
"1565","Transportation_services","X2016.3",411781
"1566","Recreation_services","X2016.3",537037
"1567","Food_services_and_accommodations","X2016.3",889279
"1568","Financial_services_and_insurance","X2016.3",1039252
"1569","Motor_vehicles_and_parts","X2016.4",481018
"1570","Furnishings_and_durable_household_equipment","X2016.4",293139
"1571","Recreational_goods_and_vehicles","X2016.4",338435
"1572","Other_durable_goods","X2016.4",186902
"1573","Food_and_beverages_purchased_for_off-premises_consumption","X2016.4",965749
"1574","Clothing_and_footwear","X2016.4",385838
"1575","Gasoline_and_other_energy_goods","X2016.4",325279
"1576","Other_nondurable_goods","X2016.4",1042668
"1577","Housing_and_utilities","X2016.4",2347372
"1578","Health_care","X2016.4",2204140
"1579","Transportation_services","X2016.4",413170
"1580","Recreation_services","X2016.4",536423
"1581","Food_services_and_accommodations","X2016.4",885120
"1582","Financial_services_and_insurance","X2016.4",1038165
"1583","Motor_vehicles_and_parts","X2016.5",491948
"1584","Furnishings_and_durable_household_equipment","X2016.5",299151
"1585","Recreational_goods_and_vehicles","X2016.5",345613
"1586","Other_durable_goods","X2016.5",188232
"1587","Food_and_beverages_purchased_for_off-premises_consumption","X2016.5",973095
"1588","Clothing_and_footwear","X2016.5",392779
"1589","Gasoline_and_other_energy_goods","X2016.5",323083
"1590","Other_nondurable_goods","X2016.5",1047336
"1591","Housing_and_utilities","X2016.5",2354395
"1592","Health_care","X2016.5",2202133
"1593","Transportation_services","X2016.5",412578
"1594","Recreation_services","X2016.5",536708
"1595","Food_services_and_accommodations","X2016.5",883230
"1596","Financial_services_and_insurance","X2016.5",1040099
"1597","Motor_vehicles_and_parts","X2016.6",504230
"1598","Furnishings_and_durable_household_equipment","X2016.6",298961
"1599","Recreational_goods_and_vehicles","X2016.6",345024
"1600","Other_durable_goods","X2016.6",188445
"1601","Food_and_beverages_purchased_for_off-premises_consumption","X2016.6",970610
"1602","Clothing_and_footwear","X2016.6",390093
"1603","Gasoline_and_other_energy_goods","X2016.6",324655
"1604","Other_nondurable_goods","X2016.6",1041914
"1605","Housing_and_utilities","X2016.6",2356299
"1606","Health_care","X2016.6",2189783
"1607","Transportation_services","X2016.6",413429
"1608","Recreation_services","X2016.6",545196
"1609","Food_services_and_accommodations","X2016.6",885570
"1610","Financial_services_and_insurance","X2016.6",1045082
"1611","Motor_vehicles_and_parts","X2016.7",502371
"1612","Furnishings_and_durable_household_equipment","X2016.7",300605
"1613","Recreational_goods_and_vehicles","X2016.7",345636
"1614","Other_durable_goods","X2016.7",189090
"1615","Food_and_beverages_purchased_for_off-premises_consumption","X2016.7",974227
"1616","Clothing_and_footwear","X2016.7",393211
"1617","Gasoline_and_other_energy_goods","X2016.7",323443
"1618","Other_nondurable_goods","X2016.7",1039484
"1619","Housing_and_utilities","X2016.7",2361288
"1620","Health_care","X2016.7",2189764
"1621","Transportation_services","X2016.7",413227
"1622","Recreation_services","X2016.7",542615
"1623","Food_services_and_accommodations","X2016.7",888594
"1624","Financial_services_and_insurance","X2016.7",1044292
"1625","Motor_vehicles_and_parts","X2016.8",506841
"1626","Furnishings_and_durable_household_equipment","X2016.8",302346
"1627","Recreational_goods_and_vehicles","X2016.8",346931
"1628","Other_durable_goods","X2016.8",189123
"1629","Food_and_beverages_purchased_for_off-premises_consumption","X2016.8",976407
"1630","Clothing_and_footwear","X2016.8",394711
"1631","Gasoline_and_other_energy_goods","X2016.8",326450
"1632","Other_nondurable_goods","X2016.8",1033222
"1633","Housing_and_utilities","X2016.8",2351479
"1634","Health_care","X2016.8",2197061
"1635","Transportation_services","X2016.8",426136
"1636","Recreation_services","X2016.8",546558
"1637","Food_services_and_accommodations","X2016.8",895856
"1638","Financial_services_and_insurance","X2016.8",1048094
"1639","Motor_vehicles_and_parts","X2016.9",515224
"1640","Furnishings_and_durable_household_equipment","X2016.9",301083
"1641","Recreational_goods_and_vehicles","X2016.9",349517
"1642","Other_durable_goods","X2016.9",187809
"1643","Food_and_beverages_purchased_for_off-premises_consumption","X2016.9",983557
"1644","Clothing_and_footwear","X2016.9",390546
"1645","Gasoline_and_other_energy_goods","X2016.9",316603
"1646","Other_nondurable_goods","X2016.9",1034150
"1647","Housing_and_utilities","X2016.9",2344737
"1648","Health_care","X2016.9",2208455
"1649","Transportation_services","X2016.9",422807
"1650","Recreation_services","X2016.9",549686
"1651","Food_services_and_accommodations","X2016.9",890401
"1652","Financial_services_and_insurance","X2016.9",1042607
"1653","Motor_vehicles_and_parts","X2016.10",504033
"1654","Furnishings_and_durable_household_equipment","X2016.10",303588
"1655","Recreational_goods_and_vehicles","X2016.10",350035
"1656","Other_durable_goods","X2016.10",187936
"1657","Food_and_beverages_purchased_for_off-premises_consumption","X2016.10",984438
"1658","Clothing_and_footwear","X2016.10",386613
"1659","Gasoline_and_other_energy_goods","X2016.10",321359
"1660","Other_nondurable_goods","X2016.10",1034753
"1661","Housing_and_utilities","X2016.10",2337871
"1662","Health_care","X2016.10",2219158
"1663","Transportation_services","X2016.10",423465
"1664","Recreation_services","X2016.10",551017
"1665","Food_services_and_accommodations","X2016.10",903712
"1666","Financial_services_and_insurance","X2016.10",1050354
"1667","Motor_vehicles_and_parts","X2016.11",531554
"1668","Furnishings_and_durable_household_equipment","X2016.11",305573
"1669","Recreational_goods_and_vehicles","X2016.11",355929
"1670","Other_durable_goods","X2016.11",190361
"1671","Food_and_beverages_purchased_for_off-premises_consumption","X2016.11",989675
"1672","Clothing_and_footwear","X2016.11",393948
"1673","Gasoline_and_other_energy_goods","X2016.11",326316
"1674","Other_nondurable_goods","X2016.11",1039055
"1675","Housing_and_utilities","X2016.11",2360936
"1676","Health_care","X2016.11",2227898
"1677","Transportation_services","X2016.11",420061
"1678","Recreation_services","X2016.11",552865
"1679","Food_services_and_accommodations","X2016.11",888879
"1680","Financial_services_and_insurance","X2016.11",1053060
"1681","Motor_vehicles_and_parts","X2017",518275
"1682","Furnishings_and_durable_household_equipment","X2017",306766
"1683","Recreational_goods_and_vehicles","X2017",355170
"1684","Other_durable_goods","X2017",189544
"1685","Food_and_beverages_purchased_for_off-premises_consumption","X2017",994155
"1686","Clothing_and_footwear","X2017",398611
"1687","Gasoline_and_other_energy_goods","X2017",313321
"1688","Other_nondurable_goods","X2017",1044405
"1689","Housing_and_utilities","X2017",2329533
"1690","Health_care","X2017",2236063
"1691","Transportation_services","X2017",419423
"1692","Recreation_services","X2017",557815
"1693","Food_services_and_accommodations","X2017",912161
"1694","Financial_services_and_insurance","X2017",1057456
"1695","Motor_vehicles_and_parts","X2017.1",518178
"1696","Furnishings_and_durable_household_equipment","X2017.1",307777
"1697","Recreational_goods_and_vehicles","X2017.1",362537
"1698","Other_durable_goods","X2017.1",186931
"1699","Food_and_beverages_purchased_for_off-premises_consumption","X2017.1",995454
"1700","Clothing_and_footwear","X2017.1",394886
"1701","Gasoline_and_other_energy_goods","X2017.1",324263
"1702","Other_nondurable_goods","X2017.1",1043225
"1703","Housing_and_utilities","X2017.1",2322280
